video_id,category,duration,upload_date,creator,quality_score,popularity_weight,content_embedding
74,Education,573,2025-06-10 07:45:50.513160,channel_1296,0.5381587302095113,0.0018930168236765393,"[0.15268049276181903, -0.0869016957822749, 0.2279020927150649, 0.3213425964827848, 0.14715436780249114, -0.1414309687750154, -0.14019262109845465, -0.06560075973189104, -0.09863038597158037, -0.012424125101262323, 0.11052544825211888, 0.05067199814984179, 0.03535197242841151, -0.0421525173576802, -0.012905291209063037, 0.1392092873553089, -0.351609157637633, -0.0019905842346682476, 0.0503286223064581, 0.13693873276938956, -0.17651531345721871, -0.1857537647326788, 0.10205179285103538, -0.3328214797750789, 0.23281295367314528, 0.03959914579094176, 0.2724016332094388, -0.18997642962349592, -0.07625804471372837, -0.4207983181364736, -0.13905449491673486, -0.03212902355883381]"
75,Travel,24,2025-10-27 07:45:50.513160,channel_1254,0.2909678959452194,0.0014237089382663152,"[-0.3087039053084482, -0.062068766282823346, -0.3125782363211245, -0.040494552195722684, 0.18042317425741558, -0.0055017800801976284, 0.26081067651164025, 0.12367180292535643, 0.21204305217813735, -0.12031419535518517, -0.12411991730587668, 0.0543597082173084, -0.24814842621552277, 0.07410371111553886, -0.05094763651669569, 0.2091881755491941, 0.10687689224614848, 0.17249515998783146, -0.11862508970033714, 0.1648674549622785, 0.2272311951107085, -0.0060890927352924016, -0.11628855256658957, -0.11352609532478557, 0.19487780719815093, 0.42220655910475463, -0.1543977665733446, -0.16648902598828694, 0.14492436819323487, -0.11857907573748616, 0.16017173791207392, 0.07319184098091723]"
76,Sports,194,2025-12-15 07:45:50.513160,channel_85,0.5343510608531086,0.0012193973914253356,"[-0.004490287895106584, 0.0826379960834253, 0.07120067550942076, -0.03363534671843248, -0.3289180123774542, 0.03345635749073259, 0.294590849851007, -0.30127802971278833, -0.1808649152911774, 0.0799329281623542, 0.007227192220271227, 0.07700308548144254, -0.13096302570745139, 0.21769639738644622, 0.008783183279699184, 0.1305261780096963, 0.05997913158420196, 0.03286537050422083, 0.11738866716294805, 0.03492405379429573, -0.22289147367927373, 0.20363196371187026, 0.15321269147805844, -0.39455500926002446, -0.12251368227939678, 0.19520538507059393, -0.3421333629239866, 0.1767040703758135, -0.02644708855044846, 0.2509979845357551, -0.0002147619860170704, -0.1352234334394999]"
77,Tech,458,2026-05-09 07:45:50.513160,channel_1497,0.46715104056632,0.0022073521236644325,"[0.057694382893487044, -0.005690209865254717, -0.1518459368977389, 0.4154232883892289, -0.18185497558516994, -0.42003229200229913, 0.29620056209100054, -0.10928238052847768, -0.05557593984904601, -0.06702411751890007, -0.10667711011662004, -0.143482827789702, -0.1866713270049732, 0.012127388462896316, -0.07527914156669398, 0.1367729863058951, 0.09039283219391037, -0.17369274343952107, 0.02032249095391426, -0.07824747247252427, -0.18570561556371976, 0.12910801791341742, -0.02272026261082125, -0.07632080913478985, -0.16021980253056203, -0.1924989853066265, 0.3724313023050852, 0.06256951153165911, -0.2043328349117704, 0.05390788171994215, 0.19888094691632313, 0.03137057808823815]"
78,Sports,871,2026-02-06 07:45:50.513160,channel_125,0.48607641971554333,0.003094392049507292,"[0.19907014870149262, -0.22352494258471917, -0.28850554494963015, 0.037744131271820865, 0.0400591509673183, -0.48383149277846027, -0.09034458301030787, -0.14613641779550451, -0.20166713327107416, -0.14648115589808236, 0.08631857644568434, -0.14740307349473802, -0.1424361205475179, -0.23453479481823183, 0.18384141750828026, 0.0629701497142668, -0.36109607959852, -0.14230832712391805, 0.07657241602561843, 0.1856499585916064, 0.12182190460101415, -0.05153184136550099, -0.27982060182544183, 0.12608290083493054, -0.04301483428897964, 0.009976825736945626, -0.02570492315790208, -0.1963910244880047, 0.05277308414963127, 0.032809703616803076, -0.06168888770162429, 0.06825447229747221]"
79,Science,107,2025-07-18 07:45:50.513160,channel_811,0.2492030809850475,0.0012902410458637689,"[-0.30816907626200085, -0.060333598443516906, 0.005860030459822183, -0.3891202488233176, -0.012805979341139244, 0.16454644951001687, -0.0680104982069359, -0.007651500332972676, 0.12612598267388345, -0.08697819555162067, -0.06679183388589292, -0.26391830753347556, -0.003350112362048172, -0.07510187908993965, 0.1119389314223619, 0.12637626694776652, 0.17745723362136323, -0.1139957601366646, -0.48817700400557595, 0.16633952756086431, 0.09669446362790575, -0.1424871116881095, 0.12446540393846997, -0.32489863782062284, 0.23106861666992023, -0.07482736812941729, -0.18591698757604042, -0.1394390519677231, -0.05191887758477558, -0.00269414174089723, 0.010828598481169512, -0.09635500201447063]"
80,Comedy,54,2025-10-10 07:45:50.513160,channel_536,0.09306419135834185,0.0020037678974204162,"[0.03836061622458429, 0.001586090400776856, -0.12405789091142251, -0.15291225249925797, 0.11654677800109887, 0.1004470270075886, 0.010945817327334703, 0.17705145378853468, -0.37573860255642144, -0.10812311406673802, -0.2215198335344135, 0.43224220350118236, 0.1366340895609261, -0.015146188940783572, 0.15038347223020124, 0.2138489490260062, 0.21180984493283472, 0.17657405603492404, -0.050295795235694996, -0.09604837901236078, -0.1843300464070709, 0.09625563238522701, -0.030447891203146, -0.0801680023847264, -0.09016629209137704, 0.27781862492929965, 0.18250841764167194, 0.35065514294194733, 0.1013455577531716, 0.010910967233579634, -0.0048664389728008735, -0.1954628418911226]"
81,Beauty,188,2025-12-06 07:45:50.513160,channel_144,0.17106873955613947,0.003722488605745569,"[-0.19413602774078295, 0.07808124924731052, -0.1438497543271945, 0.03254395933406381, 0.17167354570476379, -0.10241528314373088, 0.3094189329141847, -0.15247084175831574, 0.15239383422298713, 0.0653712036227472, 0.18377470934286474, -0.1717860376767074, 0.3550571853293768, -0.027514001970472095, 0.10413807305387199, 0.2223107984413462, -0.09305923937776324, 0.1270816732201236, -0.11873140758563133, 0.21499642379731906, -0.11699401110247018, 0.005926335873246327, 0.04711286043122934, 0.12070600081940638, 0.30295419184166206, -0.06955933348042104, 0.17525457217100726, 0.3032284683691612, 0.025506843128921076, -0.08466701986956786, -0.2662571914865315, 0.2898415823897098]"
82,Tech,79,2026-04-21 07:45:50.513160,channel_1235,0.26323609724167657,0.041510520482938525,"[-0.04589443418729012, -0.18800510429119036, -0.25502653579107554, -0.18835351039174303, 0.17267471110815694, 0.19861486473094414, 0.12243591136218698, 0.024846433172891525, -0.2338465479705385, -0.13704644616905415, -0.20776784525787273, 0.10754717013627194, -0.1996369668167088, -0.1340997402043231, -0.03444973831304635, -0.31350505555158364, 0.00878133829176896, -0.020117958343257983, 0.22233532162575623, -0.1539297937923983, -0.24392401832375202, -0.07022971641682156, -0.2061666908527975, 0.0073512764139535385, -0.34920285586153765, -0.11365362732886287, -0.17430182371251585, 0.10659641733869366, -0.15218356151665233, -0.32595205853408893, -0.037891732482815764, 0.06005863755071483]"
83,History,210,2025-09-16 07:45:50.513160,channel_24,0.3061148597706367,0.0029949849712837366,"[-0.0495751073823092, -0.11174709473908791, -0.12275857571188774, 0.02064639975957734, -0.16258728944110046, -0.06004523138051369, 0.13717830727769778, -0.2378760915311978, -0.007982137682032731, -0.32701933609347744, 0.041664533523495986, -0.1789219857803652, 0.1863768647251962, -0.2699794225669206, 0.0808100886910691, 0.22321734926228876, -0.1884054546997762, -0.15754874525961252, -0.17259477924111336, -0.08881354616076553, 0.09458241174646427, -0.1037373868073294, -0.20490619562828047, -0.3690192307124757, 0.29282890456978256, 0.30718715350415854, 0.10240884792160529, -0.1481345478269237, 0.1366766329286179, 0.17341941997343463, -0.04647543162796441, 0.0075619865030503745]"
84,Beauty,243,2025-09-20 07:45:50.513160,channel_1417,0.4733984600228944,0.00151306835565579,"[0.20781470728331022, -0.27676634984127707, 0.16844641854263767, -0.05215811487458205, -0.18770587568897926, -0.17382558912767376, -0.14588944004584467, -0.20415406605685724, 0.29885547652913924, 0.08287207969602708, 0.17959155509391528, 0.09487856490353823, 0.010329863384412552, 0.012612158092059766, -0.06706535427586614, -0.05327643671434855, -0.23756465173228747, 0.18251760317201804, -0.3059151352874636, -0.17860084773335547, 0.33945532443461646, 0.022974068624719957, 0.029981974880488323, 0.10752698484487944, -0.2598742016452222, -0.23515037450384108, -0.07505924100540119, -0.15240829278552642, -0.01264600884699106, 0.08191823937255696, 0.2343691818400497, 0.1368407480229768]"
85,Music,65,2025-08-29 07:45:50.513160,channel_66,0.480043421449065,0.003423724743520866,"[-0.19916264163920483, -0.07510870505760513, -0.12958898442158132, -0.20362636243109425, -0.24921955748289829, 0.33337686355844914, 0.002131737825359611, -0.04491534374454604, 0.09700118192737683, 0.10691418468932211, 0.22411092415849504, -0.14896216482050326, 0.08066891200030377, -0.18251641015977085, -0.03809036051880518, 0.011366050754812463, 0.03094454523240709, 0.022098317913694026, 0.1606140169576491, -0.11958218831526722, 0.036391004318983254, -0.15201552124751308, 0.5850532248796108, -0.1828550008730882, -0.14034708031503865, 0.1768024138442165, -0.0860257627138398, 0.17688214700660315, 0.030651813160906215, -0.08076246628669621, -0.15078372255653633, -0.15801111661391873]"
86,Pets,546,2026-01-04 07:45:50.513160,channel_232,0.2712662386777456,0.002558424887509846,"[-0.06826751015312119, -0.03034658444747363, -0.14475508797107015, -0.01900746069939972, -0.19038625608240906, 0.13153385530786643, 0.16484988519501412, -0.12255914612192667, -0.13227719501589, 0.030959182279727368, 0.22018549109065866, 0.258693330572797, -0.24409030484580932, 0.17510641728424692, -0.010710854365521567, -0.007341401011160913, 0.08782465462153383, -0.08369108149846034, 0.1908361292356671, 0.24778270401811983, 0.2542770807942996, -0.3208583550795293, -0.03996250474545255, -0.33674815457452695, -0.13316586179196843, -0.4171871438914991, 0.07835059009073704, 0.038161920156595704, -0.07527662359385487, -0.1376671432925929, 0.054644428839287114, -0.17599686502680828]"
87,Movies,209,2025-08-24 07:45:50.513160,channel_108,0.33746992785145863,0.0014600258995966647,"[-0.19150117278747114, -0.21331375107943087, -0.03616224855372062, -0.10330384083241499, -0.06816545959205544, 0.09257109102516176, 0.17089291699000062, 0.2573214637302261, 0.010668555803187747, 0.061663785952564484, 0.03350214738662385, -0.29700766743071877, -0.06558583096711877, -0.06476997838180612, -0.09062036904449187, -0.007262811113411815, -0.038936784134982326, -0.1749785652125759, -0.02679264690015648, -0.11337025990806614, -0.46466480588598896, -0.24784597165973446, 0.015773779772235947, 0.1937061656508764, -0.4305961868232371, -0.15441117976072355, 0.0765417461931553, 0.155795612411667, -0.07452993360778581, -0.12112849594949762, 0.21638187748330956, 0.14123023379948624]"
88,Fitness,720,2026-02-18 07:45:50.513160,channel_1169,0.18271763849011793,0.005854708961751681,"[0.16802115535454426, -0.09159442035553111, 0.2179363882099619, -0.3806262438262204, 0.2213679410996584, -0.013019531510833553, 0.02523084973103929, -0.1849744241074028, -0.3549828463211337, 0.021076388986066265, 0.10790119276053872, 0.13750833504226417, 0.11639092182806104, 0.0720447564352014, -0.18077374612261282, 0.15018571311858553, -0.20265867086438183, 0.21663897770205004, -0.016434228124235565, -0.009923176265519376, 0.16945128497816764, 0.19597520375830135, 0.15080459664997592, -0.16055360112356196, 0.14924513533085448, -0.15944439572327093, 0.1541827010932812, -0.2788870670692953, -0.018332046315149866, -0.16063839068568414, 0.1702358040963921, 0.21822454563668417]"
89,Movies,38,2025-10-10 07:45:50.513160,channel_110,0.4371792051474476,0.0019055393599822312,"[0.03848535847973446, 0.03212503490335246, 0.1361858480608872, 0.21682042177341612, 0.00721587481514707, -0.09663578339974127, 0.12517968668528862, -0.35947257481821443, 0.17592401456925924, -0.1373481314625994, -0.04645938450953764, 0.17716171446553494, -0.08035835595953357, 0.12520703152099266, 0.2202617063035127, 0.02128008593928859, 0.06023318547830838, -0.02309855753990977, 0.022356323092113, -0.2159095018608706, -0.05680810856897073, -0.2491352920492019, -0.17381901907055008, -0.38736463070804933, 0.05104295249689813, 0.32715103646345406, -0.08820954893662719, 0.1866540850702938, 0.21770578155841583, -0.23190972269264665, -0.19026293913923117, 0.19161752577806296]"
90,Anime,88,2026-04-16 07:45:50.513160,channel_227,0.4364437175265869,0.018261039433622343,"[-0.015498854452833829, -0.21664991849396506, -0.10689244478196931, 0.07043704839570882, -0.1332567395372269, -0.46568668317343065, -0.054047668387558964, -0.040449028633190304, 0.001548592692249976, 0.2112948037969557, 0.008983428743833214, 0.04077534244034026, 0.1771645272944534, 0.0017361709931705113, 0.3586001223485635, -0.21210463312034564, -0.15679018560927596, 0.10304864149257227, 0.21052778793129867, -0.03370204132246377, -0.169625722704565, 0.29556983338844756, -0.13299359870406505, 0.056907927492462575, 0.22057122607995738, -0.07412036016857883, -0.10441982323294151, -0.0929326300586786, 0.15131909747373584, 0.17793840646354328, 0.005660572048650976, 0.31606223708889136]"
91,Vlogs,410,2025-07-27 07:45:50.513160,channel_110,0.25752498886673364,0.0034889557089877316,"[0.004921346622189583, 0.19895853177521097, -0.06650792842279939, 0.3592887409968284, 0.24172638891661496, -0.019702074751371347, 0.2208517204152736, 0.21306790192369787, 0.23909528048821874, -0.38210915871174866, 0.11074628943387277, 0.0834885041579797, 0.07252312894810807, 0.0336150811036469, 0.03815128156501197, 0.1975432561856931, 0.0830535261224713, 0.0333933904231898, 0.17541108698514538, 0.06435637015950406, 0.07906538279146677, 0.2874359011023451, -0.06688959449917596, -0.2333481026554954, 0.01114057716925233, 0.0330295843570463, 0.11108153435984935, 0.016521603393905522, 0.11625284752329976, 0.385593167383912, 0.12339550692676629, 0.1504605896117951]"
92,Education,110,2026-04-26 07:45:50.513160,channel_1493,0.47084639712828574,0.002835235951380868,"[-0.022423799819019305, -0.23980846204923278, -0.3978370581904902, -0.08979126953322959, -0.4467004450072987, 0.08890292120472551, -0.06627127410255747, -0.2273645875622745, 0.022656243136852952, -0.1278681421080418, 0.07803602734475362, 0.12250056913307954, -0.12149785950543701, -0.04107687702268687, 0.03720162893891651, -0.2435797887798346, 0.03718635485638573, -0.24773046372334281, 0.09793396464042838, -0.07533325724519208, -0.24868676459304412, -0.10040199605734351, -0.09307941130611704, 0.18497674666559433, 0.030001603107776033, -0.16554575185217713, 0.2854777305571787, 0.10845474158756245, -0.058222369387425435, -0.2689916472353712, -0.07350341973513297, -0.038174071870151226]"
93,Science,207,2025-07-11 07:45:50.513160,channel_33,0.29349143785183496,0.003547210280695764,"[0.062764401134132, 0.10328117055166253, 0.13718213248421604, -0.2740756828710912, 0.035462150924448835, -0.0271471923445404, 0.4554658919154168, 0.01100312189621693, -0.10589981360738233, 0.018771350381341236, -0.0014572800806559915, -0.3382924754992922, 0.06944373959349978, -0.052819200155713474, -0.004539597190600205, -0.14857507379852253, -0.1860511009470479, 0.14947883603814185, 0.18852445245479563, 0.07110951087173538, -0.3079774244375895, 0.08215860744430724, -0.3054498820647095, -0.11245164509405443, 0.14721273192877288, 0.11184324887929344, 0.07772024434843307, 0.22329628544157926, 0.09524643874689646, -0.3433914097444658, -0.06284918769778798, -0.007076696833965333]"
94,Finance,244,2025-09-22 07:45:50.513160,channel_622,0.36296085994836014,0.0020585737503171398,"[-0.023382504356442537, -0.090903420379888, -0.1517410120750684, 0.35362743526562723, -0.05726174052601078, 0.3463887307811276, -0.16811098382434495, 0.09678431898704928, 0.0338259607504268, -0.1358022825614006, -0.06887071458628723, -0.0022286447296881668, -0.12433756945902562, -0.03772926424440728, -0.3483478628438779, 0.10480562408337928, 0.18075826658909822, 0.06692733905705898, 0.33352305419693007, 0.1004721212119558, 0.16833476554103197, 0.18240965948476134, -0.4052216333040815, 0.06240665650476588, -0.2037049940085308, -0.17394594769029553, -0.14832619875010952, -0.04606273791426037, 0.09581212939517528, 0.06392628567417676, -0.001853225642240563, 0.10645057891349347]"
95,Comedy,286,2025-10-01 07:45:50.513160,channel_1392,0.5769464200886637,0.002152216071010738,"[0.14523029553248087, 0.08204666761961683, -0.31966140674911214, -0.13704581246158762, 0.00488023721518345, 0.1359558884975479, -0.2462710720177067, -0.002102991741563356, -0.2902106855321668, 0.1901684409184458, 0.04492250328873653, -0.24952539558257222, -0.2507474092480933, 0.07181598919882333, 0.2548384664253147, -0.20330480177998012, 0.14580822155163461, -0.10051144719159255, 0.1525906956125836, 0.12663911938607494, 0.02878702697554466, -0.3400304308976056, 0.1262674159760433, 0.093056387942702, 0.07607897254751714, 0.036270961276425644, -0.16289560645193496, 0.20074250047681402, 0.16648292827703992, -0.19934485567806015, 0.24362321017485655, 0.02440679610823819]"
96,ASMR,124,2025-11-21 07:45:50.513160,channel_747,0.5659222586375385,0.005857874989042556,"[0.027088706929976145, -0.03699357858019616, -0.016360462370448612, 0.28756978880335154, 0.21670532572515605, 0.2122524067595584, 0.038715561534134336, 0.18651913060212597, -0.17501158111672097, 0.12238724447152824, -0.03219676640962779, -0.4320796819023691, -0.3327122248941133, -0.13907125293904585, 0.08708572053881175, -0.13888267388713746, -0.12399694797210457, 0.1601071646821949, -0.1164233806062934, 0.2791598104319039, 0.2444048334458113, 0.004589985017928683, 0.15805155650576738, 0.12947684892788883, -0.05153253581765162, 0.1807427564108809, 0.2116346362051847, -0.19978974420792925, 0.032209479638965435, 0.029892638723073173, 0.17822236157222615, -0.0931069572334432]"
97,Gaming,284,2025-08-26 07:45:50.513160,channel_594,0.219275556683734,0.0031020677248961947,"[-0.10288014568402953, 0.029086422634647918, 0.2033229746594054, -0.206424022467907, -0.1763787266771461, -0.08958376430323436, -0.058960719123094314, -0.30387331840556575, 0.2578534254105574, -0.022426983468974978, -0.04820860916036944, 0.27927110106166203, 0.12353897590760066, -0.0921511142879296, 0.028330550184518723, -0.007183350958371051, 0.2492747326848864, -0.02881527146546653, -0.24819193850205867, -0.32308783135988756, 0.25388906892457125, -0.13572796745737092, 0.11534969617409933, 0.012351157816809616, -0.07171018705400763, -0.04472217149761747, 0.27251414687892106, -0.24922526358777242, -0.0665125607379424, 0.1560284488903611, -0.22084126055928824, 0.22671669520418433]"
98,Cooking,111,2025-10-01 07:45:50.513160,channel_424,0.6630555692592939,0.007974734078403347,"[0.17662245429046017, 0.053802450284989534, -0.09960082447440126, -0.2794220881441912, 0.1399610209037436, 0.544099264735028, 0.02887969287222482, -0.36146901074312754, 0.09056622147118337, 0.17029062006004425, -0.18169055852374383, -0.12778025999523324, -0.14794487990722646, -0.10518444402917448, -0.03408000164661738, -0.17041694045827704, -0.2446363289654228, 0.03451792479390537, -0.036158283064488164, -0.08635485194519528, 0.016467555752227525, -0.3009215462082633, 0.05210149738949006, -0.08228623540968455, 0.04740737585897534, 0.07911126740395165, 0.22391345317039316, 0.020380014123362416, 0.2111589328363178, -0.06372329186647524, -0.05427393751622289, -0.01799939721437718]"
99,Science,480,2025-09-28 07:45:50.513160,channel_612,0.7267596530744475,0.00758218525362264,"[0.14171150444811403, 0.11550353175795612, 0.024726293246839195, -0.2247495490333254, 0.11222677120636897, -0.15768895513724784, -0.1676644136905466, -0.2084113748898509, -0.01522488570053857, 0.2218185633380049, -0.17671915082322942, 0.3072805479404236, 0.16655009453024017, -0.26811043233362225, -0.07007092380618152, -0.1904284828051241, 0.12172691800012633, -0.18089343788860732, -0.2967625505683943, -0.05962744489746194, 0.21406958144741361, -0.035242069706705625, 0.07293923663342426, 0.08003963775174705, -0.2768375609669015, -0.16463966022683782, 0.0011833357795404695, -0.10202954739766336, 0.31201789063777124, -0.2248570151944769, -0.16644938956347574, 0.05318710725306198]"
100,Movies,218,2025-09-01 07:45:50.513160,channel_691,0.5339221271412399,0.02725929241600631,"[-0.09398866538848162, -0.4328752514906326, 0.28960031228665617, -0.1608115955291986, 0.08395941676509643, -0.18761875035807932, -0.1291867491169314, -0.24293506198910686, -0.1109484275329598, -0.09644183894328001, -0.019843610913207774, -0.05576942157710848, -0.21577952259485014, -0.07842199096607577, 0.21660144038668053, 0.1988453244602276, 0.06821129179955762, 0.09925859930484998, 0.3084823058716938, 0.0855094359187919, 0.09642807401408277, -0.23420071796435835, -0.16654844896172913, -0.004893377714305229, -0.1208651414919571, -0.1493828328802238, -0.1320943275113472, -0.2130927288019854, -0.1184614761459267, 0.05080973608464403, 0.2688897592889634, 0.11929938921808643]"
101,Comedy,285,2025-05-31 07:45:50.513160,channel_1305,0.1286697942220242,0.0032675024192689887,"[0.11099624150024147, -0.2832736773576963, 0.020814857675849546, -0.01168314629361626, 0.0507284300303371, -0.06293265468857706, 0.2899987120698365, 0.009208258185386734, 0.026210931408562725, -0.3424060536291474, -0.018612744892957746, 0.20052246873970309, 0.09693668579945225, -0.37610693949864565, -0.07845918834211259, 0.30218136297551035, -0.026283753203985814, 0.0562550557562567, 0.2824843140851568, -0.026977034699982267, 0.13801868165036224, 0.07178024430684968, 0.10907580907441132, 0.06616544793911708, -0.09555031698674588, -0.0781315988462259, -0.1491062269008597, -0.2860960152485244, 0.21714525107203217, 0.0017592734061175745, 0.20835675416873986, 0.2731258120258223]"
102,Music,3196,2025-06-19 07:45:50.513160,channel_1343,0.04221680449636546,0.0021416711858853535,"[0.009936988537376608, -0.24434185632378766, -0.03649590589654341, -0.12484951019371557, -0.3683575503537982, -0.09333413504825144, -0.013307712085575626, -0.11967444060781092, -0.14352669864924936, -0.23765364080197546, 0.036446423703720664, 0.3477308761909662, 0.2378560482980403, 0.12159096204192478, 0.12564300222660335, -0.024674945010913402, -0.33568461995587173, -0.06872354145136672, -0.18030991174714103, 0.028777467578768704, 0.22940880341989686, 0.3671035800256981, 0.012021129322848195, -0.31013280915660363, 0.011659314168750724, 0.016715495483490495, 0.12628195199826356, -0.003570852856664924, 0.012374063969670489, -0.11757912202346273, -0.05802157604897834, 0.09547407806273465]"
103,Music,80,2026-03-21 07:45:50.513160,channel_1466,0.21301535371447397,0.0013933326792534332,"[-0.3740418662122083, -0.05908895664664307, 0.12810827677037787, 0.3055545385353987, -0.07418258148933063, 0.22075256145079328, 0.3147347762903623, -0.07177013751229575, -0.10395571528799734, -0.03390790477183898, -0.015261960242963652, 0.20314496110264055, -0.14409158896982954, 0.2864354146629686, -0.14912585399514175, -0.2354750764557277, 0.09754353700562304, 0.22916845957054677, 0.033271183126851525, 0.08102618849586572, 0.36395066595208814, 0.23179289204574138, 0.005759270482395972, -0.08029290130696129, 0.20393387247241113, 0.15443834575526133, 0.07795194069868502, -0.06090007521733785, -0.01422611588974251, -0.0274727112841615, -0.05780027893264045, -0.11195239925275433]"
104,Science,981,2025-11-29 07:45:50.513160,channel_314,0.39604647339217375,0.0033151771864250936,"[0.046154243314645814, -0.11248245418853024, 0.030870450687131127, -0.3654545949800548, -0.10440000280080702, 0.19114937370302165, -0.15670755398533656, 0.10304735497354338, -0.14223720616529192, 0.13501502311884672, -0.05170780230797614, -0.05858879791506031, 0.009459141282532006, -0.23380533197040548, 0.16917928711203936, 0.2268449986141368, -0.06265862286139653, 0.09123066098672776, 0.13555889126779566, -0.01588214531930731, -0.19287545939442577, 0.27742848042392393, -0.06831310504589114, -0.10601168535114718, 0.285209617577404, 0.10617249479183179, 0.04480223031465939, -0.16894779152522715, 0.13971721123023118, 0.5040999702223883, 0.15324047506406757, 0.08633750728622637]"
105,ASMR,17,2026-05-22 07:45:50.513160,channel_876,0.2949175695903982,0.0015958095784807122,"[0.14905135130788608, -0.06782210837763028, -0.06979309426082003, -0.0724377961334436, -0.11884332807431561, -0.07285107237436517, -0.07381478476257766, -0.05057678687619074, -0.056363105105255315, 0.050231046333622756, 0.016286677518810504, 0.03459416038502001, 0.3146620102362546, 0.015861123600197372, 0.4569956761144046, 0.07290164699867505, -0.09244946937669847, 0.27896160724760166, -0.016438448387633527, -0.49477939477255933, -0.0008274575795499467, -0.051505153760800136, 0.33207662042016517, -0.18552886388572318, -0.06876042916426711, 0.26202364368861103, 0.08152504789448853, -0.03544047531432812, -0.15636712969857913, 0.07270655893801992, -0.0060566060468655375, -0.15871187468599365]"
106,History,30,2026-01-03 07:45:50.513160,channel_1400,0.11327435395760699,0.0015797880257833862,"[-0.13500636013066455, -0.15360682667431408, -0.18719280307334074, 0.17615576927858417, 0.15076302172219677, 0.1764651993562226, 0.0008486004561006448, -0.04575901064361186, -0.04231774575410516, 0.192576479347144, -0.3432740373259218, -0.09703042781103777, -0.16735053734423716, 0.25647042662434655, -0.09004695648599023, -0.3085422435336856, 0.042136981832618214, -0.06980234924741081, -0.10503498562413294, -0.12447990861586307, -0.1319205843002741, 0.13363220120388894, 0.04220557907028223, -0.03733570612580957, -0.20712432729224323, -0.03185273871503, 0.049153577438487556, 0.05632527038763551, 0.03034227826161747, -0.17399801583252972, -0.45323139218530184, 0.33940232213288457]"
107,DIY,70,2025-12-18 07:45:50.513160,channel_1312,0.33181698436664964,0.001502215162361308,"[-0.21488071631879124, -0.32240354715277403, 0.021414553123511145, -0.28032784283661055, -0.132048612103989, 0.09005349114803633, 0.2908564332523042, 0.06358160539748042, -0.07205574351920835, -0.008436743728108863, -0.29674656668963295, -0.07395785657420845, -0.07379861941091556, 0.025157639803526793, 0.31866779521356675, -0.31778271308139283, -0.066890341081676, -0.30083594313766854, -0.08259025006489269, -0.14186094717336029, -0.24518720519595802, 0.14981700154004576, 0.04194579643767886, 0.13058125589416766, -0.08723193194750321, -0.011602916252268985, 0.2616431547018443, -0.00044632026260781814, 0.1325667331687026, -0.10131010759271566, 0.11748166433044377, -0.09006480160121136]"
108,History,75,2025-07-05 07:45:50.513160,channel_1460,0.11034421521031962,0.0067788048680455515,"[-0.27041349233572115, -0.001081254487715839, -0.0670611762724742, -0.23167982366327514, 0.027305230855723586, -0.1274091786412702, 0.4409840018805962, -0.20881684568820577, -0.17295264692591106, 0.12399049625304642, -0.01896777413884514, 0.121088933059462, 0.05424048705411405, -0.08303197961786744, -0.19664669378197422, 0.1527272194726818, -0.18372189591526283, 0.07969517484795705, 0.1310413052172258, -0.018097385403473238, -0.0433688182278937, -0.1402708673032612, 0.06598312467548743, -0.4343232093317815, 0.10205640966077834, 0.017036296883326613, -0.03177159912741441, 0.03455021682926951, -0.19585730771335944, -0.3440719683549164, 0.06681476800066959, 0.1877281415448166]"
109,Movies,299,2025-12-30 07:45:50.513160,channel_661,0.1270248215164228,0.00647116048513473,"[-0.3374956538317897, -0.20421240027417642, 0.14597337807057556, 0.06963527473291974, 0.5749310636472644, 0.20870950280470768, 0.16209716495531068, -0.14819769717007136, 0.10182791456213686, 0.2901546737952487, -0.03189669187301936, -0.022743109321636833, 0.027426783258453824, -0.1289324840330759, 0.05218691166301908, 0.04733784234613114, 0.2871613291448755, -0.036747760004421905, 0.13091738165567524, -0.030960404807865688, 0.12413233662081438, -0.04851876874652849, 0.11127079525409501, 0.14129938406835396, -0.20696297626890744, 0.2138935791552904, -0.03230155850270236, -0.09115451470043097, -0.13776266541030668, 0.057859712391568875, -0.0008967449407710125, 0.07194760932148048]"
110,Music,326,2025-08-05 07:45:50.513160,channel_276,0.20788932907079424,0.00274793815259038,"[0.05868886241945328, 0.09153059487574038, 0.4175506868881671, 0.005969605358934776, -0.11047919063779107, -0.30377814698314237, -0.1797745941164791, 0.18579534949866447, 0.10827601201251236, -0.20303671289696645, 0.3706153816862689, 0.049145089763822265, 0.06923122941699211, 0.33752949129445986, 0.2616126090328898, 0.11748238866840315, 0.1247130466780218, 0.13878606606380425, -0.0362412444671699, 0.04313339930430426, 0.08637729668933747, -0.01906799057782427, -0.14519824432649778, -0.040025778061301115, -0.14858419447427815, 0.009681577986946658, -0.2677791881853217, 0.05129189173731281, -0.24534224799421928, -0.06068199301388144, 0.07581635780209746, 0.11898776890281333]"
